index,artists,name,danceability
8283,"['lil ricefield', 'seiji oda']",Trapanese,0.8340000000000001
30838,['Smile Empty Soul'],Bottom of a Bottle,0.537
33840,['Seal'],Kiss from a Rose - Acoustic,0.659
36783,['Foxygen'],San Francisco,0.623
9222,['Diana Ross & The Supremes'],Love Child,0.56
1466,"['T.I.', 'Chris Brown']",Private Show (feat. Chris Brown),0.6729999999999999
404,"['Britney Spears', 'Pharrell Williams', 'The Neptunes']",Boys (feat. Pharrell Williams) - Co-Ed Remix,0.818
9933,['BABYMETAL'],Gimme Chocolate!!,0.616
18955,['Ray Boltz'],Thank You,0.393
18672,['Alejandro Sanz'],No Tengo Nada,0.534
7187,['Lilly Goodman'],Al Final,0.349
4626,['Keane'],Bedshaped,0.332
8281,['Lana Del Rey'],Venice Bitch,0.404
2090,['Dua Lipa'],Boys Will Be Boys,0.7659999999999999
7669,['The High Kings'],Irish Pub Song,0.742
12618,['Marilyn Manson'],Coma Black,0.4920000000000001
24661,['Shawn Mendes'],There's Nothing Holdin' Me Back,0.866
9495,['Monica'],Everything To Me,0.308
34544,['Justin Moore'],Flyin' Down A Back Road,0.55
30161,['Camila'],Aléjate de Mí,0.457
7281,['JJ Heller'],Your Hands,0.6609999999999999
21179,['The Proclaimers'],I'm Gonna Be (500 Miles),0.851
8050,['Logan Mize'],Somebody to Thank,0.615
24459,['Petit Biscuit'],Sunset Lover,0.7829999999999999
23674,['The Wombats'],Kill the Director,0.41
30078,['Rascal Flatts'],Bless the Broken Road - Acoustic,0.603
19406,['Alexi Murdoch'],Breathe,0.648
41541,['Cage The Elephant'],Black Madonna,0.706
18206,['Jai Waetford'],Shy,0.541
7114,['Lindsey Buckingham'],Trouble - Live,0.501
686,['Jack Johnson'],We're Going To Be Friends,0.674
32786,['TheFatRat'],Unity,0.7070000000000001
12973,['Rachael Yamagata'],Be Be Your Love,0.634
32241,"['Zion I', 'K.Flay']",Coastin',0.8109999999999999
17507,['Death Cab for Cutie'],I Will Possess Your Heart - Radio Edit,0.622
231,['Los Invasores De Nuevo León'],Aguanta Corazón,0.884
3748,"['Drake', 'Pimp C', 'dvsn']",Faithful,0.537
14744,['Los Hermanos Barron'],El Viboron,0.606
36330,['Bun B'],You're Everything,0.474
19610,['Pendulum'],The Tempest,0.403
2746,['Every Time I Die'],The New Black,0.312
29137,['Jonas Brothers'],Five More Minutes,0.836
3055,['Cadillac Don & J-Money'],Peanut Butter and Jelly,0.8320000000000001
6304,['The White Stripes'],I'm Bound To Pack It Up,0.45
23200,['Eminem'],Business,0.901
6069,['George Ezra'],Hold My Girl,0.614
9310,['The Protomen'],The Hounds,0.602
8838,['Ana Gabriel'],"Volver, Volver",0.477
22555,['Post Malone'],No Option,0.575
33582,"['Dmitri Shostakovich', 'Russian State Symphony Orchestra', 'Dmitry Yablonsky']",Jazz Suite No. 2: VI. Waltz 2,0.322
1291,['Grupo Bryndis'],Tu Traición,0.662
28077,['Usher'],More - RedOne Jimmy Joker Remix,0.551
14924,['Iron & Wine'],Faded from the Winter,0.563
40073,['Luis Miguel'],Motivos,0.234
40500,['The Devil Wears Prada'],Dez Moines,0.426
9952,['The Front Bottoms'],The Plan (Fuck Jobs),0.413
27213,['Powerman 5000'],Bombshell,0.5329999999999999
37797,"['Wolfgang Amadeus Mozart', 'Alfred Brendel']","Piano Sonata No.15 In F, K.533/494: 3. Rondo (Allegretto), K.494 - 2002 Recording",0.371
28543,['Danny Gokey'],Tell Your Heart To Beat Again,0.508
36027,['John Legend'],So High - Single Version,0.354
30397,"['Rebelution', 'Zumbi']",So High (feat. Zumbi),0.898
29846,['Hellogoodbye'],Here (In Your Arms),0.701
24236,['Owl City'],"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",0.638
36241,['Kings of Leon'],Ragoo,0.741
24463,['Carrie Underwood'],Church Bells,0.575
19255,['Tata Young'],Sexy Naughty Bitchy,0.703
31411,['Sum 41'],Motivation,0.503
33390,['Nelly Furtado'],Turn Off The Light,0.5870000000000001
34080,['Hans Zimmer'],"Up Is Down - From ""Pirates of the Caribbean: At World's End""/Score",0.46
27355,['Carla Bruni'],Quelqu'un m'a dit,0.611
30413,"['Ivan Gough', 'Feenixpawl', 'Georgi Kay', 'Axwell']",In My Mind (feat. Georgi Kay) - Axwell Radio Edit,0.51
31443,['Alkaline Trio'],Armageddon,0.467
30272,['Reik'],Creo en Ti,0.422
11356,['Grupo Galé'],"El Amor de Mi Vida ""Se Fue""",0.6559999999999999
25647,['Silverstein'],My Heroine,0.412
1896,['BTS'],DNA,0.599
32929,['Deniece Williams'],Let's Hear It for the Boy,0.8079999999999999
31773,['The All-American Rejects'],Dirty Little Secret,0.469
4633,['Janno Gibbs'],Fallin',0.467
36953,['One Direction'],Illusion,0.562
37660,['Eminem'],Steve Berman - Skit,0.682
155,"['Long Beach Dub Allstars', 'will.i.am']",Sunny Hours,0.644
39593,['Ghostface Killah'],One,0.755
37883,['Zion & Lennox'],Bandida,0.807
2528,"['Kings of Convenience', 'Feist']",Know How,0.6890000000000001
22132,['The Lumineers'],Stubborn Love,0.598
15451,['Levon Helm'],The Mountain,0.613
23996,['Hans Zimmer'],Time,0.221
24408,"['YG', 'Jeezy', 'Rich Homie Quan']",My Nigga,0.6729999999999999
31782,['Kanye West'],Diamonds From Sierra Leone - Bonus Track,0.469
41447,"['Mau y Ricky', 'Manuel Turizo', 'Camilo']",Desconocidos,0.7090000000000001
3352,"['Far East Movement', 'Justin Bieber']",Live My Life,0.6829999999999999
38291,['Rise Against'],Re-Education (Through Labor),0.242
35456,"['Hank Williams, Jr.']",Midnight Rider,0.604
16341,['Ruelle'],Madness,0.509
12473,['Rex Orange County'],Never Had The Balls,0.691
36082,['Marc Anthony'],Te Conozco Bien,0.439
8381,"['JPEGMAFIA', 'Denzel Curry']",BALD! REMIX,0.721
8277,['DaBaby'],Pony,0.92
38959,"['G-Eazy', 'Borgore']",Forbes,0.747
17699,['La Arrolladora Banda El Limón De Rene Camacho'],Disponible Para Mi,0.635
6969,['La Quinta Estacion'],Sueños Rotos,0.506
12990,"['Sergio Vega ""El Shaka""']","Musico, Poeta y Loco",0.838
35347,['We The Kingdom'],Holy Water,0.469
32639,['The Weeknd'],Professional,0.405
34122,['Los Inquietos Del Norte'],Amor Mortal (Version Nortena),0.518
10922,['Lamb of God'],Remorse Is for the Dead,0.384
33628,"['Paul Oakenfold', 'Shifty Shellshock', 'Crazy Town']",Starry Eyed Surprise,0.721
1216,['Miracle Musical'],Introduction to the Snow,0.339
30093,['V V Brown'],Shark In The Water,0.5539999999999999
27747,['Kellie Pickler'],Red High Heels,0.626
23050,['Linkin Park'],Forgotten,0.615
3604,['Logic'],Never Been,0.664
33395,"['Morgan Heritage', 'Capleton', 'Jah Cure', 'LMS', 'Ras Shiloh', 'Bushman']","Mount Zion Medley (ft. Capleton, Jah Cure, LMS, Ras Shiloh, Bushman)",0.622
9152,"['Alex Ubago', 'Amaia Montero']",Sin miedo a nada (feat. Amaia Montero),0.573
35470,['Paulina Rubio'],Y Yo Sigo Aqui,0.774
28227,"['Big K.R.I.T.', 'Ludacris', 'Bun B']",Country Sh*t (Remix),0.732
12870,['Martina McBride'],God's Will,0.398
37519,['98º'],Give Me Just One Night (Una Noche),0.5429999999999999
14142,['George Strait'],Take Me To Texas,0.447
34041,['Dixie Chicks'],Lullaby,0.55
20640,['Dan + Shay'],My Side of the Fence,0.502
824,['Egypt Central'],You Make Me Sick,0.441
23652,['Maná'],Bendita Tu Luz,0.7909999999999999
27919,['Toby Keith'],Wish I Didn't Know Now,0.753
31026,"['Maroon 5', 'Cardi B']",Girls Like You (feat. Cardi B),0.851
33968,['Escape the Fate'],My Apocalypse,0.195
36630,['Powerwolf'],Sanctified with Dynamite,0.235
35769,['Yellowcard'],Empty Apartment,0.355
20483,['Animal Collective'],Man Of Oil,0.633
35129,['Ozuna'],Tú Foto,0.748
25695,['The Red Jumpsuit Apparatus'],False Pretense,0.509
34196,['Jeezy'],Hustlaz Ambition,0.684
20505,['Lil Uzi Vert'],Early 20 Rager,0.6509999999999999
22852,['TOKYO’S REVENGE'],GOODMORNINGTOKYO!,0.907
26841,"['Hugh Jackman', 'Zac Efron']",The Other Side,0.638
7463,['J Boog'],Mystery,0.737
35232,['Lauv'],Paris in the Rain,0.426
12976,['Charlie Robison'],Good Times,0.626
16903,['Cross Canadian Ragweed'],Crazy Eddie's Last Hurrah,0.378
30002,"[""Adolescent's Orquesta""]",Aquel Lugar,0.747
21380,['Korn'],Coming Undone,0.687
38770,['Blake Shelton'],Sure Be Cool If You Did,0.5760000000000001
973,['Wisin & Yandel'],Gracias A Ti,0.545
17410,['Tim Armstrong'],Wake Up,0.594
35495,['Matchbox Twenty'],Rest Stop,0.449
18803,['Tyrone Davis'],Sugar Daddy,0.82
20996,['Missy Elliott'],Get Ur Freak On,0.797
32338,"['Blake Shelton', 'Trace Adkins']",Hillbilly Bone,0.603
19978,['Deftones'],Romantic Dreams,0.152
18464,['Matt Nathanson'],Used To Be,0.6459999999999999
336,['Barney'],ABC Song,0.8540000000000001
9357,['Gregory Alan Isakov'],Idaho,0.516
32829,['Fifth Harmony'],Sledgehammer,0.6709999999999999
40912,['Luke Bryan'],If You Ain't Here To Party,0.4970000000000001
22872,['Lil Uzi Vert'],Myron,0.7709999999999999
35401,['iann dior'],Runaway Kid,0.636
17256,['Lupe Fiasco'],I Gotcha,0.632
32010,['El Trono de Mexico'],Prometiste Volver,0.64
31354,['Galt MacDermot'],Coffee Cold,0.6759999999999999
41039,['Cody Johnson'],Cowboy Like Me,0.563
4399,['JAY-Z'],The Ruler's Back,0.51
7559,"['Bad Books', 'Manchester Orchestra', 'Kevin Devine']",Forest Whitaker,0.7190000000000001
33402,['A Perfect Circle'],Rose,0.499
8506,['Pat Green'],Southbound 35,0.414
35906,['Marilyn Manson'],This Is The New Shit,0.564
820,"['Webbie', 'Boosie Badazz', ""Lil' Phat & Shell of 3 Deep""]",Thuggin' (feat. Lil' Phat & Shell of 3 Deep and Lil' Boosie),0.722
14772,['Leonard Cohen'],In My Secret Life,0.7929999999999999
9801,"['David Guetta', 'Sam Martin']",Lovers on the Sun (feat. Sam Martin),0.645
2517,['Band Aid'],Do They Know It's Christmas? - 1984 Version,0.599
11576,['Blake Mills'],Wintersong,0.473
2019,"['Alina Baraz', 'Khalid']",Off the Grid (feat. Khalid),0.679
10879,"['OutKast', 'Sleepy Brown', 'Jazze Pha']",Bowtie (feat. Sleepy Brown & Jazze Pha),0.84
2169,['Grandaddy'],The Crystal Lake,0.532
34405,['Cultura Profética'],Ilegal,0.825
19129,['Yellowcard'],Inside Out,0.56
21194,['Don Omar'],Dile,0.8170000000000001
23013,['Mindless Self Indulgence'],Bitches,0.696
2264,['Strike Anywhere'],Refusal,0.344
22489,['Lukas Graham'],7 Years,0.765
25376,"['Frankie J', 'Baby Bash']",Obsesion (No Es Amor) (feat. Baby Bash),0.649
29312,['Jon B.'],Don't Talk,0.8190000000000001
15736,['Black Eyed Peas'],The Time (Dirty Bit),0.816
24177,['Tame Impala'],Elephant,0.598
30053,['Taylor Swift'],The Best Day,0.6659999999999999
30673,"['Jidenna', 'Roman GianArthur']",Classic Man (feat. Roman GianArthur),0.79
26122,['Deerhunter'],He Would Have Laughed,0.354
16490,['Soccer Mommy'],Your Dog,0.652
2118,['Eva Cassidy'],Kathy's Song,0.333
16209,['Molly Kate Kestner'],His Daughter,0.465
39123,['Johannes Bornlöf'],Streams,0.537
16716,"['Christina Aguilera', 'Luis Fonsi']",Si No Te Hubiera Conocido,0.487
9745,"['A$AP Mob', 'A$AP NAST', 'Method Man']",Trillmatic (feat. A$AP Nast & Method Man),0.8370000000000001
20205,['Eric Church'],Broke Record,0.7090000000000001
14009,['Johnny Cash'],Hey Porter,0.8170000000000001
11009,"['Héctor ""El Father""', 'Don Omar', 'Wisin & Yandel', 'Daddy Yankee', 'Tego', 'Voltio', 'Zion']",Sacala,0.616
8627,['Deva Premal'],Om Namo Bhagavate,0.29
20072,['Under Side 821'],Sangre de Barrio,0.6859999999999999
32018,['Sin Bandera'],Mientes Tan Bien,0.616
27728,['Grupo Niche'],Cali Pachanguero,0.654
10868,['The Postal Service'],Sleeping In,0.715
4107,"['TisaKorean', 'Kblast', 'Huncho Da Rockstar']",The Mop,0.846
33961,['Three Days Grace'],One X,0.525
31039,['Julia Michaels'],Heaven,0.552
11942,['Beyoncé'],Heaven,0.342
377,"['Lou Monte', 'Joe Reisman & His Orchestra']",Lazy Mary (Luna Mezza Mare) (with Joe Reisman & His Orchestra),0.743
30666,"['Phillipa Soo', 'Lin-Manuel Miranda']",That Would Be Enough,0.473
30683,['Melanie Martinez'],Milk and Cookies,0.568
6107,"['MC Virgins', 'Wonder']",Anime Thighs,0.865
32346,['Darius Rucker'],Southern State Of Mind,0.601
14648,['Junior H'],Jueves 10,0.614
22751,['Post Malone'],Stay,0.507
12465,['Natanael Cano'],El Nayer,0.8270000000000001
14155,['K.A.A.N.'],Kaancepts 2,0.648
5796,['Manuel Medrano'],Bajo El Agua,0.616
27025,"['Roddy Ricch', 'A Boogie Wit da Hoodie']",Tip Toe (feat. A Boogie Wit da Hoodie),0.757
16773,['Sum 41'],Summer,0.507
14911,['Scorpions'],Still Loving You - Single Version,0.301
36916,['Ed Sheeran'],One,0.464
18031,['Florida Georgia Line'],Stay,0.499
30054,"['Shaggy', 'Rayvon']",Angel,0.805
9121,['Warren Zevon'],Steady Rain,0.52
8334,['Sia'],Saved My Life,0.682
2406,['Phil Collins'],"Welcome - From ""Brother Bear""/Soundtrack Version",0.667
17665,['Ramon Ayala Y Sus Bravos Del Norte'],La Vecina Me Puso El Dedo,0.703
35492,['Smokey Robinson'],Cruisin' - Mono Version,0.507
36074,['Marc Anthony'],Nadie Como Ella,0.617
30204,['Mr Twin Sister'],Meet the Frownies,0.6629999999999999
20662,"['Sebastian Yatra', 'Reik']",Un Año,0.7709999999999999
21436,['Tally Hall'],Hidden In the Sand,0.547
37968,['Goldfrapp'],Ooh La La,0.48
35585,['Elton John'],This Train Don't Stop There Anymore,0.393
31792,['Elefante'],Ángel,0.64
36906,['Kenny Chesney'],Flora-Bama,0.534
17650,['The Used'],Blood on My Hands,0.482
29579,['Sugarland'],Baby Girl - 2nd Version/Remix/Album Version,0.461
22717,"['Summer Walker', 'Drake']",Girls Need Love (with Drake) - Remix,0.6559999999999999
3812,['Fleet Foxes'],"If You Need To, Keep Time on Me",0.521
33700,['David Banner'],Cadillac On 22's,0.8740000000000001
2619,['Los Dareyes De La Sierra'],El Águila Real (Nave 727),0.657
36255,['Los Inquietos Del Norte'],Te Amo Tanto (Version Pop),0.393
19768,"['Demi Lovato', 'Joe Jonas', 'Nick Jonas', 'Alyson Stoner', 'Anna Maria Perez de Taglé']","What We Came Here For - From ""Camp Rock 2: The Final Jam""",0.5529999999999999
18196,['Shinedown'],Dangerous,0.473
20888,['Phil Vassar'],Just Another Day In Paradise,0.596
18323,"['Isaiah Rashad', 'SZA']",Stuck in the Mud (feat. SZA),0.568
20785,['Yue Yan Jen'],守得云开见月明 - Every cloud has a silver lining,0.115
20238,"['Porter Robinson', 'Breanne Düren', 'Sean Caskey']",Years Of War,0.517
24223,['In This Moment'],Whore,0.604
9662,['Lindsey Stirling'],Transcendence,0.545
16395,['Nick Wilson'],Miles Apart,0.27
29400,['Railroad Earth'],Mighty River,0.556
26917,['Lil Xan'],Betrayed,0.821
6040,"['Logic', 'Wiz Khalifa']",Indica Badu,0.742
19763,"['Waka Flocka Flame', 'Gudda Gudda']",Bricksquad (feat. Gudda Gudda),0.6759999999999999
25470,['Maroon 5'],She Will Be Loved - Acoustic,0.618
37644,['Air'],The Vagabond,0.608
8893,['Blake Shelton'],Goodbye Time,0.51
15013,['Bronco El Gigante de America'],Mi Peor Enemigo,0.738
25947,['Fall Out Boy'],20 Dollar Nose Bleed,0.667
17489,['Switchfoot'],Stars,0.527
6518,['Jason Mraz'],Sleep All Day,0.616
13776,['Knife Party'],Rage Valley,0.434
26043,['Trevor Hall'],The Lime Tree,0.59
17479,['House of Heroes'],If,0.5670000000000001
1297,['Nature Sounds'],Peaceful Circling Thunderstorm,0.0972
6358,['SR-71'],Politically Correct,0.465
15060,['Grateful Dead'],China Cat Sunflower - Live in Paris 1972 Version,0.589
5336,['Adelitas Way'],Cage The Beast,0.526
30986,"['XXXTENTACION', 'Lil Pump', 'Swae Lee', 'Maluma']",Arms Around You (feat. Maluma & Swae Lee),0.703
35273,['YoungBoy Never Broke Again'],Lonely Child,0.584
23891,['John Mayer'],Half of My Heart,0.6809999999999999
3396,['Die Antwoord'],Fatty Boom Boom,0.883
10406,['Don Toliver'],Heaven Or Hell,0.65
26380,['Eminem'],Berzerk,0.7390000000000001
26805,['Chris Stapleton'],Millionaire,0.616
33953,"['Eminem', 'Dido']",Stan,0.782
11426,['Mariah Carey'],H.A.T.E.U.,0.623
11252,['Zacarias Ferreira'],DIme Que Falto,0.94
38071,['Tony Dize'],Quizas,0.767
20992,['P.O.D.'],Youth of the Nation,0.563
24476,['Old Dominion'],Break Up with Him,0.615
3642,['Kehlani'],You Should Be Here,0.411
4159,"['Wisin & Yandel', 'Anthony Santos']",Noche De Sexo,0.721
688,['El Trono de Mexico'],Ella AKA Ganas De Volver A Amar,0.615
37869,['The Used'],Take It Away,0.275
31329,['Fred Mollin'],Stay Awake/Feed The Birds Medley,0.312
22211,"['Kristen Bell', 'Agatha Lee Monn', 'Katie Lopez']","Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",0.306
17476,['Disturbed'],Enough,0.494
28483,['Colbie Caillat'],Try,0.603
4211,['Bowling For Soup'],Summer Of '69,0.463
37688,['India.Arie'],Get It Together,0.772
8271,['Valley'],There's Still A Light In The House,0.62
15774,['Fleet Foxes'],The Shrine / An Argument,0.31
32402,['Banda MS de Sergio Lizárraga'],De Ti Enamorado,0.7040000000000001
32459,"['Hoodie Allen', 'Jhameel']",No Faith in Brooklyn (feat. Jhameel),0.695
34980,['The Growlers'],When You Were Made,0.557
37538,['Vengaboys'],Shalala Lala,0.7509999999999999
40216,['Taylor Swift'],A Perfectly Good Heart,0.483
28374,"['Five Finger Death Punch', 'Rob Halford']",Lift Me Up,0.52
7152,['Tesla'],Love Song,0.404
29525,['Frankie Valli & The Four Seasons'],Big Girls Don't Cry,0.815
15853,['INXS'],Original Sin,0.6890000000000001
24972,"['Bad Bunny', 'Daddy Yankee']",La Santa,0.7440000000000001
40562,['Bill Conti'],"Gonna Fly Now - Theme From ""Rocky"" / Remastered 2006",0.438
19815,['Rigo Tovar'],El Testamento,0.637
127,['The Smashing Pumpkins'],Landslide,0.339
24479,['Quinn XCII'],Another Day in Paradise,0.652
21207,['Yeah Yeah Yeahs'],Maps,0.502
40094,['Goldfinger'],Here In Your Bedroom,0.491
27921,['Alexander Acha'],Te amo,0.5329999999999999
32807,['blackbear'],Dirty Laundry,0.7659999999999999
28337,['In This Moment'],Adrenalize,0.465
17205,['Robert Mirabal'],Courtship Song,0.171
21053,['Cross Canadian Ragweed'],Alabama,0.44
34331,['Trey Songz'],Jupiter Love,0.478
28966,['Billie Eilish'],ilomilo,0.855
13051,['REO Speedwagon'],Roll with the Changes,0.465
38861,['A2M'],I Got Bitches,0.968
29936,['Streetlight Manifesto'],We Will Fall Together,0.545
29260,['Ben Folds'],The Luckiest,0.374
9408,['Sade'],The Moon and the Sky,0.597
15256,"[""Dustin O'Halloran""]",Opus 23,0.429
10697,['Howard Shore'],Flaming Red Hair,0.507
21955,['Ellie Goulding'],Lights - Single Version,0.6829999999999999
25462,['Mastodon'],Blood and Thunder,0.364
21928,"['Taio Cruz', 'Ludacris']",Break Your Heart,0.6659999999999999
36739,['Madilyn Bailey'],Titanium,0.501
33073,['Mitchell Tenpenny'],Bitches,0.64
10704,['Grupo Cañaveral De Humberto Pabón'],Traicion Y Olvido,0.701
12848,['The Band'],The Weight - Concert Version,0.359
29106,"['Kodak Black', 'Mike Smiff', 'WizDaWizard']",VULTURES CRY 2 (feat. WizDaWizard and Mike Smiff),0.726
4188,"['42 Dugg', 'Lil Baby', 'Yo Gotti']",Not A Rapper,0.888
25545,['Slipknot'],Vermilion,0.219
30378,['B.o.B'],Ray Bands,0.738
256,['Johnny Cash'],"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969",0.657
26096,['Black Eyed Peas'],The Time (Dirty Bit),0.816
18756,['Incubus'],Crowded Elevator,0.6
23005,['Linkin Park'],With You,0.421
10432,['Justin Bieber'],Changes,0.485
24044,['Mike Posner'],Please Don't Go,0.6990000000000001
32172,['Lady Gaga'],Speechless,0.386
10124,['Playboi Carti'],Kelly K,0.715
6597,['Justin Timberlake'],(Oh No) What You Got,0.8109999999999999
6165,"['Yung Gravy', 'Chief Keef', 'Y2K']",Tampa Bay Bustdown,0.754
22932,"['Carly Pearce', 'Lee Brice']",I Hope You’re Happy Now,0.591
3990,['Lukas Graham'],Love Someone,0.5379999999999999
10409,"['Tory Lanez', 'Lil Tjay']",Accidents Happen (with Lil Tjay),0.6970000000000001
10703,['10cc'],The Things We Do For Love,0.4370000000000001
22950,['Playboi Carti'],@ MEH,0.8759999999999999
23376,['2Pac'],Ghetto Gospel,0.794
10775,['Nirvana'],Rape Me,0.426
28401,['Marc Anthony'],Flor Pálida,0.574
41557,['OneRepublic'],Didn't I,0.606
28765,['Halsey'],Walls Could Talk,0.626
25437,['Grupo Exterminador'],Nos Tienen Envida,0.644
36086,['Muse'],Map of the Problematique,0.493
17714,"['Diddy - Dirty Money', 'T.I.']",Hello Good Morning,0.616
9284,['Anthony Green'],Dear Child (I've Been Dying to Reach You),0.49
20228,['Glass Animals'],Walla Walla,0.477
7017,['the bird and the bee'],How Deep Is Your Love,0.3
37611,['Los Originales De San Juan'],El Gallo De La Sierra,0.72
36966,['Muse'],Psycho,0.555
37216,['Joji'],Demons,0.458
18471,['Mamamoo'],Egotistic,0.616
22409,['Andra Day'],Rise Up,0.398
26177,['Rihanna'],You Da One,0.7020000000000001
19157,"['Héctor ""El Father""', 'Daddy Yankee']",Machete,0.75
24681,['Billie Eilish'],bellyache,0.695
34681,['PAW Patrol'],PAW Patrol Opening Theme,0.552
10853,['The Bad Plus'],Flim,0.635
40277,['The Notorious B.I.G.'],Who Shot Ya? - 2007 Remaster,0.8240000000000001
2095,['Tame Impala'],It Might Be Time,0.585
12106,['Lewis Del Mar'],Live That Long,0.613
41360,['Lil Baby'],Never Needed No Help,0.713
19185,['Kem'],Heaven,0.8190000000000001
38814,['Tamar Braxton'],Love and War,0.27
7956,['Rebelution'],Santa Barbara,0.7490000000000001
2946,['Stick Figure'],The World is Waiting,0.826
13585,['Lee DeWyze'],Sweet Serendipity,0.456
3688,['Breaking Benjamin'],Never Again,0.493
35342,['Polo G'],Chosen 1,0.77
74,['Frank Sinatra'],Young At Heart - Remastered,0.324
5585,['The 1975'],You,0.215
12364,['A.CHAL'],000000,0.7340000000000001
12214,"['Gael Garcia Bernal', 'Gabriella Flores', 'Libertad García Fonzi']",Remember Me (Lullaby),0.534
29007,['Harry Styles'],She,0.535
31718,['John Williams'],A Window to the Past,0.212
21104,"[""Mark Keali'i Ho'omalu"", ""Kamehameha Schools Children's Chorus""]","He Mele No Lilo - From ""Lilo & Stitch""/Soundtrack Version",0.73
6366,['Britney Spears'],Can't Make You Love Me,0.81
26740,['Chris Tomlin'],Good Good Father,0.429
40063,['James Blunt'],You're Beautiful,0.679
16805,['From Autumn To Ashes'],Short Stories With Tragic Endings,0.215
37834,['The Flamingos'],I Only Have Eyes for You,0.546
7389,['The National'],Bloodbuzz Ohio,0.39
35851,"['Freeway', 'Peedi Crakk']",Flipside,0.768
3867,"['Billie Eilish', 'Vince Staples']",&burn (with Vince Staples),0.7759999999999999
6958,"['Mickey Mouse', 'The Gooey Fish']",Blow the Man Down,0.725
14535,['Syntropy'],Samadhi (Alpha 10 hz),0.158
28168,['Drake'],Marvins Room,0.412
26345,['Travis Porter'],Bring It Back,0.944
19170,['Bad Religion'],Sinister Rouge,0.3670000000000001
288,['Railroad Earth'],Bird In A House,0.4920000000000001
8068,"['Lil Uzi Vert', 'Oh Wonder']",The Way Life Goes (feat. Oh Wonder),0.703
11374,"['JJ Lin', 'Charlene Choi']",小酒窩,0.637
33130,['Young the Giant'],Superposition,0.593
27159,['Los Angeles De Charly'],Que Levante La Mano,0.69
9607,['Olivia Holt'],Fearless,0.674
28114,['Eminem'],Cold Wind Blows,0.619
7236,['Sashamon'],Necta (Butterfly),0.887
20678,['Mahalia'],I Wish I Missed My Ex,0.669
3602,['Machine Gun Kelly'],Merry Go Round,0.606
39002,"['Phillipa Soo', 'Lin-Manuel Miranda']",Best of Wives and Best of Women,0.8140000000000001
10859,['OutKast'],Spread,0.752
17172,['Porcupine Tree'],Arriving Somewhere But Not Here,0.376
35756,['Vicki Yohe'],Because Of Who You Are - I Just Want You Album Version,0.26
16608,"['Jax Jones', 'Martin Solveig', 'Madison Beer', 'Europa']",All Day And Night,0.5670000000000001
2390,['The Cranberries'],When You're Gone,0.45
39134,"['Drugdealer', 'Weyes Blood']",Suddenly,0.6509999999999999
5763,['Halsey'],Roman Holiday,0.431
34563,['Taylor Swift'],Holy Ground,0.627
1978,['Kane Brown'],Short Skirt Weather,0.6990000000000001
14749,['Queens of the Stone Age'],I Think I Lost My Headache,0.384
1618,['Drake'],Weston Road Flows,0.623
8976,"[""Fat Freddy's Drop""]",Wandering Eye,0.8740000000000001
2060,['Rod Wave'],I Remember,0.665
17041,"['Howard Shore', 'Billy Boyd']",The Steward of Gondor (feat. Billy Boyd),0.149
17166,"['Bow Wow', 'Ciara']",Like You (feat. Ciara),0.575
13253,['Lupe Fiasco'],The Cool,0.6459999999999999
15463,['Pepper'],Freeze,0.8029999999999999
21234,['Joe Diffie'],Prop Me Up Beside the Jukebox (If I Die),0.638
5175,['Marco Antonio Solís'],Antes De Que Te Vayas,0.602
4335,['Enrique Iglesias'],Escape,0.775
3403,"['Tyga', 'The Game']",Switch Lanes,0.7609999999999999
30451,['The Lumineers'],Big Parade,0.8140000000000001
6608,['Dream Theater'],As I Am,0.514
16058,"['Lin-Manuel Miranda', 'Lindsay Mendez', 'Anthony Ramos', 'Alex Boniello', 'Gerard Canonico', 'Antwaun Holley', 'Original Radio Cast']",What the Heck I Gotta Do,0.542
2959,['Fleet Foxes'],Oliver James,0.48
23927,['Passion Pit'],Little Secrets,0.597
26786,"['Famous Dex', 'A$AP Rocky']",PICK IT UP (feat. A$AP Rocky),0.921
27379,['50 Cent'],What Up Gangsta,0.68
4792,['Miranda Lambert'],Love Your Memory,0.507
1666,['Gerardo Ortiz'],Dámaso,0.58
41088,"['Colter Wall', 'The Dead South']",Johnny Boy's Bones,0.443
18500,"['Quando Rondo', 'Lil Baby']",I Remember (feat. Lil Baby),0.758
4760,['David Cassidy'],Come On Get Happy - The Partridge Family Theme,0.675
35677,['Toby Keith'],Who's Your Daddy?,0.691
40716,"['Stephen Marley', 'Capleton']",Break Us Apart,0.8640000000000001
8305,"['Kygo', 'Haux']",Only Us,0.424
34797,['Lana Del Rey'],Money Power Glory,0.349
14791,['Mala Fe'],Tra Tra,0.732
32192,['Florence + The Machine'],Howl,0.578
3424,['The Weeknd'],Wanderlust,0.637
37769,"['Yandel', 'Tego Calderon']",La Calle Me Lo Pidio,0.768
11409,['Bobby Darin'],Call Me Irresponsible,0.607
9589,['The Story So Far'],High Regard,0.443
8562,['Staind'],Change,0.414
13601,['Amy Grant'],Better Than A Hallelujah,0.616
2698,"['Gucci Mane', 'Jeezy', 'Boo']",Icy,0.764
6361,['Arthur Russell'],Get Around To It,0.795
